Date,Price
31-Dec-01,19.84
28-Dec-01,20.41
27-Dec-01,20.9
26-Dec-01,21.27
21-Dec-01,19.62
20-Dec-01,19.28
19-Dec-01,19.8
18-Dec-01,19.36
17-Dec-01,19.22
14-Dec-01,19.23
13-Dec-01,18.12
12-Dec-01,18.36
11-Dec-01,18.08
10-Dec-01,18.37
07-Dec-01,19.04
06-Dec-01,18.54
05-Dec-01,19.49
04-Dec-01,19.65
03-Dec-01,20.09
30-Nov-01,19.44
29-Nov-01,18.62
28-Nov-01,19.22
27-Nov-01,19.48
26-Nov-01,18.69
21-Nov-01,18.96
20-Nov-01,19.15
19-Nov-01,17.72
16-Nov-01,18.03
15-Nov-01,17.45
14-Nov-01,19.74
13-Nov-01,21.67
12-Nov-01,21.23
09-Nov-01,22.22
08-Nov-01,21.17
07-Nov-01,20.09
06-Nov-01,19.92
05-Nov-01,20.02
02-Nov-01,20.18
01-Nov-01,20.39
31-Oct-01,21.18
30-Oct-01,21.87
29-Oct-01,22.15
26-Oct-01,22.03
25-Oct-01,22.01
24-Oct-01,22.33
23-Oct-01,21.85
22-Oct-01,21.76
19-Oct-01,21.83
18-Oct-01,21.31
17-Oct-01,21.81
16-Oct-01,22
15-Oct-01,22.29
12-Oct-01,22.5
11-Oct-01,23.34
10-Oct-01,22.53
09-Oct-01,22.48
08-Oct-01,22.45
05-Oct-01,22.39
04-Oct-01,22.63
03-Oct-01,22.08
02-Oct-01,22.79
01-Oct-01,23.28
28-Sep-01,23.43
27-Sep-01,22.74
26-Sep-01,22.38
25-Sep-01,21.81
24-Sep-01,22.01
21-Sep-01,25.97
20-Sep-01,26.59
19-Sep-01,26.72
18-Sep-01,27.7
17-Sep-01,28.81
14-Sep-01,29.53
10-Sep-01,27.63
07-Sep-01,28.03
06-Sep-01,27.58
05-Sep-01,26.95
04-Sep-01,26.93
31-Aug-01,27.2
30-Aug-01,26.55
29-Aug-01,27.05
28-Aug-01,27.17
27-Aug-01,26.67
24-Aug-01,26.9
23-Aug-01,26.63
22-Aug-01,26.37
21-Aug-01,27.91
20-Aug-01,27.18
17-Aug-01,26.68
16-Aug-01,27.4
15-Aug-01,27.56
14-Aug-01,28.01
13-Aug-01,27.82
10-Aug-01,28.05
09-Aug-01,27.64
08-Aug-01,27.54
07-Aug-01,27.94
06-Aug-01,27.74
03-Aug-01,27.62
02-Aug-01,27.71
01-Aug-01,26.77
31-Jul-01,26.35
30-Jul-01,26.63
27-Jul-01,27.02
26-Jul-01,26.73
25-Jul-01,26.84
24-Jul-01,26.31
23-Jul-01,26.12
20-Jul-01,25.59
19-Jul-01,24.7
18-Jul-01,24.89
17-Jul-01,25.57
16-Jul-01,26.06
13-Jul-01,26.59
12-Jul-01,26.8
11-Jul-01,27.11
10-Jul-01,27.49
09-Jul-01,27.59
06-Jul-01,28.21
05-Jul-01,27.02
03-Jul-01,26.24
02-Jul-01,25.95
29-Jun-01,26.25
28-Jun-01,25.56
27-Jun-01,25.61
26-Jun-01,26.98
25-Jun-01,27.25
22-Jun-01,26.83
21-Jun-01,26.56
20-Jun-01,26.5
19-Jun-01,27.48
18-Jun-01,27.55
15-Jun-01,28.51
14-Jun-01,29.04
13-Jun-01,28.84
12-Jun-01,29.18
11-Jun-01,29.04
08-Jun-01,28.33
07-Jun-01,27.75
06-Jun-01,27.72
05-Jun-01,28.24
04-Jun-01,28.13
01-Jun-01,27.93
31-May-01,28.37
30-May-01,28.55
29-May-01,28.66
25-May-01,28.38
24-May-01,28.41
23-May-01,29.58
22-May-01,29.74
21-May-01,29.98
18-May-01,29.91
17-May-01,28.91
16-May-01,28.86
15-May-01,28.98
14-May-01,28.71
11-May-01,28.55
10-May-01,28.52
09-May-01,28.23
08-May-01,27.39
07-May-01,27.77
04-May-01,28.36
03-May-01,28.45
02-May-01,27.8
01-May-01,28.94
30-Apr-01,28.46
27-Apr-01,28.27
26-Apr-01,28.44
25-Apr-01,27.29
24-Apr-01,26.86
23-Apr-01,27.61
20-Apr-01,27.28
19-Apr-01,27.82
18-Apr-01,27.95
17-Apr-01,28.24
16-Apr-01,28.79
12-Apr-01,28.25
11-Apr-01,28.18
10-Apr-01,28.48
09-Apr-01,27.28
06-Apr-01,27.06
05-Apr-01,27.26
04-Apr-01,27.12
03-Apr-01,26.19
02-Apr-01,25.59
30-Mar-01,26.29
29-Mar-01,26.32
28-Mar-01,26.31
27-Mar-01,27.75
26-Mar-01,27.48
23-Mar-01,27.3
22-Mar-01,26.54
21-Mar-01,26.8
20-Mar-01,25.96
19-Mar-01,26.15
16-Mar-01,26.74
15-Mar-01,26.55
14-Mar-01,26.41
13-Mar-01,27.59
12-Mar-01,28
09-Mar-01,28.01
08-Mar-01,28.39
07-Mar-01,29
06-Mar-01,28.32
05-Mar-01,28.6
02-Mar-01,27.84
01-Mar-01,27.62
28-Feb-01,27.39
27-Feb-01,28.13
26-Feb-01,28.42
23-Feb-01,29.04
22-Feb-01,28.82
21-Feb-01,28.53
20-Feb-01,28.58
16-Feb-01,29.16
15-Feb-01,28.8
14-Feb-01,29.71
13-Feb-01,30.36
12-Feb-01,30.51
09-Feb-01,31.03
08-Feb-01,31.59
07-Feb-01,31.27
06-Feb-01,30.35
05-Feb-01,30.55
02-Feb-01,31.19
01-Feb-01,29.82
31-Jan-01,28.66
30-Jan-01,29.06
29-Jan-01,29.06
26-Jan-01,29.77
25-Jan-01,29.36
24-Jan-01,29.05
23-Jan-01,29.57
22-Jan-01,32.19
19-Jan-01,32.19
18-Jan-01,30.45
17-Jan-01,29.6
16-Jan-01,30.29
12-Jan-01,30.05
11-Jan-01,29.41
10-Jan-01,29.48
09-Jan-01,27.64
08-Jan-01,27.32
05-Jan-01,27.95
04-Jan-01,28.14
03-Jan-01,28
02-Jan-01,27.21
29-Dec-00,26.8
28-Dec-00,25.85
27-Dec-00,26.47
26-Dec-00,26.64
22-Dec-00,26.18
21-Dec-00,25.98
20-Dec-00,25.77
19-Dec-00,29.33
18-Dec-00,29.76
15-Dec-00,28.87
14-Dec-00,27.99
13-Dec-00,28.74
12-Dec-00,29.68
11-Dec-00,29.5
08-Dec-00,28.44
07-Dec-00,29.35
06-Dec-00,29.85
05-Dec-00,29.53
04-Dec-00,31.22
01-Dec-00,32.02
30-Nov-00,33.82
29-Nov-00,34.63
28-Nov-00,34.22
27-Nov-00,35.38
22-Nov-00,35.4
21-Nov-00,35.16
20-Nov-00,35.22
17-Nov-00,35.45
16-Nov-00,35.12
15-Nov-00,35.58
14-Nov-00,34.87
13-Nov-00,34.47
10-Nov-00,34.02
09-Nov-00,33.92
08-Nov-00,33.24
07-Nov-00,33.4
06-Nov-00,32.86
03-Nov-00,32.71
02-Nov-00,32.54
01-Nov-00,33.25
31-Oct-00,32.7
30-Oct-00,32.81
27-Oct-00,32.74
26-Oct-00,33.71
25-Oct-00,32.96
24-Oct-00,33.37
23-Oct-00,33.76
20-Oct-00,33.75
19-Oct-00,32.91
18-Oct-00,33.48
17-Oct-00,32.99
16-Oct-00,32.92
13-Oct-00,34.99
12-Oct-00,36.06
11-Oct-00,33.25
10-Oct-00,33.18
09-Oct-00,31.86
06-Oct-00,30.86
05-Oct-00,30.53
04-Oct-00,31.43
03-Oct-00,32.07
02-Oct-00,32.18
29-Sep-00,30.84
28-Sep-00,30.34
27-Sep-00,31.46
26-Sep-00,31.5
25-Sep-00,31.57
22-Sep-00,32.68
21-Sep-00,34
20-Sep-00,37.2
19-Sep-00,36.51
18-Sep-00,36.88
15-Sep-00,35.92
14-Sep-00,34.07
13-Sep-00,33.82
12-Sep-00,34.28
11-Sep-00,35.14
08-Sep-00,33.63
07-Sep-00,35.39
06-Sep-00,34.9
05-Sep-00,33.83
01-Sep-00,33.38
31-Aug-00,33.12
30-Aug-00,33.32
29-Aug-00,32.74
28-Aug-00,32.87
25-Aug-00,32.03
24-Aug-00,31.63
23-Aug-00,32.02
22-Aug-00,31.22
21-Aug-00,32.47
18-Aug-00,31.99
17-Aug-00,31.94
16-Aug-00,31.8
15-Aug-00,31.67
14-Aug-00,31.94
11-Aug-00,31.02
10-Aug-00,31.34
09-Aug-00,30.35
08-Aug-00,29.12
07-Aug-00,28.91
04-Aug-00,29.96
03-Aug-00,28.66
02-Aug-00,28.26
01-Aug-00,27.79
31-Jul-00,27.43
28-Jul-00,28.18
27-Jul-00,28.02
26-Jul-00,27.81
25-Jul-00,27.95
24-Jul-00,28.02
21-Jul-00,28.56
20-Jul-00,30.93
19-Jul-00,31.42
18-Jul-00,31.94
17-Jul-00,30.83
14-Jul-00,31.4
13-Jul-00,31.47
12-Jul-00,30.32
11-Jul-00,29.7
10-Jul-00,29.69
07-Jul-00,30.28
06-Jul-00,29.99
05-Jul-00,30.67
30-Jun-00,32.5
29-Jun-00,32.72
28-Jun-00,31.9
27-Jun-00,32.06
26-Jun-00,31.63
23-Jun-00,32.25
22-Jun-00,32.19
21-Jun-00,31.37
20-Jun-00,33.05
19-Jun-00,31.69
16-Jun-00,32.33
15-Jun-00,32.95
14-Jun-00,32.85
13-Jun-00,32.56
12-Jun-00,31.74
09-Jun-00,30.2
08-Jun-00,29.78
07-Jun-00,29.95
06-Jun-00,29.75
05-Jun-00,29.7
02-Jun-00,30.35
01-Jun-00,30.14
31-May-00,29.01
30-May-00,30.35
26-May-00,30
25-May-00,30.51
24-May-00,29.93
23-May-00,28.78
22-May-00,28.61
19-May-00,29.89
18-May-00,30.33
17-May-00,29.32
16-May-00,29.73
15-May-00,29.92
12-May-00,29.62
11-May-00,29.11
10-May-00,28.1
09-May-00,28.65
08-May-00,28.09
05-May-00,27.29
04-May-00,26.98
03-May-00,26.75
02-May-00,26.89
01-May-00,25.87
28-Apr-00,25.74
27-Apr-00,25.42
26-Apr-00,24.65
25-Apr-00,25.33
24-Apr-00,26.04
20-Apr-00,25.88
19-Apr-00,27.35
18-Apr-00,26.11
17-Apr-00,25.89
14-Apr-00,25.57
13-Apr-00,25.38
12-Apr-00,25.41
11-Apr-00,24.14
10-Apr-00,23.85
07-Apr-00,25.04
06-Apr-00,25.69
05-Apr-00,25.83
04-Apr-00,25.45
03-Apr-00,26.43
31-Mar-00,26.9
30-Mar-00,26.7
29-Mar-00,26.45
28-Mar-00,27.09
27-Mar-00,27.79
24-Mar-00,28.02
23-Mar-00,27.31
22-Mar-00,27.46
21-Mar-00,28
20-Mar-00,29.43
17-Mar-00,30.91
16-Mar-00,31.09
15-Mar-00,30.72
14-Mar-00,31.69
13-Mar-00,32.02
10-Mar-00,31.76
09-Mar-00,31.69
08-Mar-00,31.26
07-Mar-00,34.13
06-Mar-00,32.18
03-Mar-00,31.51
02-Mar-00,31.69
01-Mar-00,31.77
29-Feb-00,30.43
28-Feb-00,30.13
25-Feb-00,30.35
24-Feb-00,29.97
23-Feb-00,29.39
22-Feb-00,29.62
18-Feb-00,29.51
17-Feb-00,29.46
16-Feb-00,30.05
15-Feb-00,30.06
14-Feb-00,30.25
11-Feb-00,29.44
10-Feb-00,29.43
09-Feb-00,28.77
08-Feb-00,28.02
07-Feb-00,28.45
04-Feb-00,28.82
03-Feb-00,28.03
02-Feb-00,27.55
01-Feb-00,28.22
31-Jan-00,27.64
28-Jan-00,27.22
27-Jan-00,27.32
26-Jan-00,27.84
25-Jan-00,28.28
24-Jan-00,27.83
21-Jan-00,28.2
20-Jan-00,29.66
19-Jan-00,29.54
18-Jan-00,28.85
14-Jan-00,28.02
13-Jan-00,26.69
12-Jan-00,26.28
11-Jan-00,25.77
10-Jan-00,24.67
07-Jan-00,24.22
06-Jan-00,24.78
05-Jan-00,24.91
04-Jan-00,25.55
